review_id,place,stars,gt,year,era,trip_date,trip_type,written_date,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
551,medina,4.0,Positive,2022,Post-COVID,,,"Written August 12, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Neutral,Positive,"[""Other""]",Not_mentioned,Yes,Not_mentioned,"[""perfect"", ""meal"", ""pool"", ""spa"", ""entertainment""]"
552,medina,4.0,Positive,2022,Post-COVID,Aug 2022,,"Written August 11, 2022",Positive,4,Surprise,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""bustling"", ""vendors"", ""friendly"", ""pushy"", ""experience""]"
553,medina,3.0,Neutral,2022,Post-COVID,Jul 2022,,"Written August 11, 2022",Negative,2,Frustration,Negative,Not_mentioned,Positive,Not_mentioned,Negative,"[""Safety"", ""Overcrowding""]",Not_mentioned,No,No,"[""hot"", ""motorbikes"", ""dangerous"", ""souks"", ""explore""]"
554,medina,2.0,Negative,2022,Post-COVID,May 2022,Couples,"Written August 2, 2022",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Aggressive_vendors"", ""Other""]",Expensive,No,No,"[""tourist trap"", ""rip off"", ""scam"", ""begging"", ""aggressive""]"
555,medina,3.0,Neutral,2022,Post-COVID,Jul 2022,Solo,"Written July 31, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""historical"", ""market place"", ""walled city"", ""souks"", ""alleys""]"
556,medina,5.0,Positive,2022,Post-COVID,Jul 2022,Couples,"Written July 28, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""fantastic"", ""tourist trap"", ""souks""]"
557,medina,5.0,Positive,2022,Post-COVID,Jul 2022,Couples,"Written July 28, 2022",Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,"[""High_prices""]",Expensive,Not_mentioned,Not_mentioned,"[""culture"", ""chaos"", ""haggling"", ""cheaper""]"
558,medina,5.0,Positive,2022,Post-COVID,Jul 2022,Couples,"Written July 21, 2022",Neutral,3,Neutral,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"[""High_prices""]",Expensive,Not_mentioned,Not_mentioned,"[""haggling"", ""foreigners"", ""increase price""]"
559,medina,5.0,Positive,2022,Post-COVID,Feb 2022,Couples,"Written July 14, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""busy"", ""stalls"", ""shops"", ""people"", ""culture""]"
560,medina,4.0,Positive,2022,Post-COVID,Jul 2022,Solo,"Written July 8, 2022",Neutral,3,Other,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Scam"", ""Safety"", ""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""otherworldly"", ""amazing"", ""scams"", ""annoying"", ""beautiful""]"
561,medina,3.0,Neutral,2022,Post-COVID,,,"Written July 3, 2022",Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""harassment"", ""steal money"", ""aggressive"", ""violent""]"
562,medina,1.0,Negative,2022,Post-COVID,Jun 2022,Couples,"Written June 30, 2022",Negative,1,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,"[""Scam"", ""Bad_smell"", ""Aggressive_vendors""]",Not_mentioned,No,No,"[""awful"", ""scammers"", ""rude"", ""bad smell"", ""con artists""]"
563,medina,2.0,Negative,2022,Post-COVID,Jun 2022,Solo,"Written June 30, 2022",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""High_prices""]",Expensive,Not_mentioned,Not_mentioned,"[""aggressive"", ""scammers"", ""exhausting"", ""charge""]"
564,medina,4.0,Positive,2022,Post-COVID,,,"Written June 29, 2022",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""Aggressive_vendors"", ""Navigation_difficulty""]",Expensive,No,Not_mentioned,"[""careful"", ""scam"", ""guiding"", ""haggling"", ""overpriced""]"
565,medina,5.0,Positive,2022,Post-COVID,Mar 2022,,"Written June 29, 2022",Positive,4,Surprise,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""chaotic"", ""immense"", ""souk"", ""bargaining"", ""not to be missed""]"
566,medina,5.0,Positive,2022,Post-COVID,Jun 2022,Friends,"Written June 26, 2022",Positive,4,Joy,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"[""Navigation_difficulty"", ""High_prices"", ""Scam""]",Expensive,Yes,Not_mentioned,"[""amazing"", ""get lost"", ""negotiate"", ""prices"", ""tanneries""]"
567,medina,5.0,Positive,2022,Post-COVID,May 2022,Friends,"Written June 25, 2022",Positive,4,Trust,Negative,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Scam"", ""Navigation_difficulty"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fascinating"", ""kind"", ""friendly"", ""pickpockets"", ""scam""]"
568,medina,5.0,Positive,2022,Post-COVID,Jun 2022,,"Written June 24, 2022",Positive,4,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""riad"", ""see and do"", ""souks"", ""bustle"", ""delicious""]"
569,medina,4.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 21, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""incredible"", ""experience"", ""sunset"", ""exciting""]"
570,medina,1.0,Negative,2022,Post-COVID,Jun 2022,Couples,"Written June 21, 2022",Negative,1,Disgust,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""High_prices""]",Expensive,No,Not_mentioned,"[""horrible"", ""avoided"", ""harassed"", ""scammed"", ""no good deal""]"
571,medina,5.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 19, 2022",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Yes,"[""love"", ""exoticness"", ""cuisine"", ""cheap"", ""recommend""]"
572,medina,1.0,Negative,2022,Post-COVID,Jun 2022,Couples,"Written June 16, 2022",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Safety"", ""Scam"", ""Animal_cruelty""]",Expensive,No,No,"[""ashamed"", ""appalling"", ""animal cruelty"", ""scam"", ""ruined""]"
573,medina,5.0,Positive,2022,Post-COVID,May 2022,,"Written June 16, 2022",Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Overcrowding"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""vastness"", ""luring"", ""overcrowding"", ""pick-pocketers"", ""noisy""]"
574,medina,5.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 15, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""landmark"", ""Medina"", ""pictures"", ""visibility""]"
575,medina,4.0,Positive,2022,Post-COVID,Apr 2022,,"Written June 15, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""people"", ""merchants"", ""souvenirs"", ""food"", ""juices""]"
576,medina,5.0,Positive,2022,Post-COVID,May 2022,,"Written June 13, 2022",Positive,4,Joy,Negative,Not_mentioned,Positive,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""ancient city"", ""winding streets"", ""friendly people"", ""motorbikes"", ""must see""]"
577,medina,5.0,Positive,2022,Post-COVID,May 2022,Friends,"Written June 12, 2022",Positive,5,Joy,Positive,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""excellent experience"", ""safe"", ""pleasure"", ""fantastic service"", ""beautiful trip""]"
578,medina,5.0,Positive,2022,Post-COVID,May 2022,Solo,"Written June 11, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Not_mentioned,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""guide"", ""Google Maps"", ""maze"", ""wander"", ""Medina""]"
579,medina,4.0,Positive,2022,Post-COVID,,,"Written June 10, 2022",Neutral,3,Neutral,Not_mentioned,Positive,Positive,Not_mentioned,Not_mentioned,"[""Navigation_difficulty""]",Fair,Not_mentioned,Not_mentioned,"[""guide"", ""preparation"", ""Medina"", ""shops"", ""floor plans""]"
580,medina,4.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 8, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must-see"", ""Medina"", ""souks"", ""architecture"", ""calming""]"
581,medina,4.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 8, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must-see"", ""Medina"", ""souks"", ""architecture"", ""calming""]"
582,medina,5.0,Positive,2022,Post-COVID,Jun 2022,Couples,"Written June 7, 2022",Neutral,3,Neutral,Negative,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Safety"", ""Getting_lost""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""mopeds"", ""friendly vendors"", ""wares"", ""getting lost""]"
583,medina,5.0,Positive,2022,Post-COVID,,,"Written June 7, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""history"", ""huge"", ""getting lost"", ""GPS""]"
584,medina,5.0,Positive,2022,Post-COVID,May 2022,,"Written June 5, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""attractions"", ""Medina"", ""shopping"", ""Tajins"", ""amazing""]"
585,medina,5.0,Positive,2022,Post-COVID,May 2022,Couples,"Written June 2, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fabulous"", ""color"", ""smell"", ""spectacle"", ""must visit""]"
586,medina,4.0,Positive,2022,Post-COVID,May 2022,,"Written June 2, 2022",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Safety"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""danger"", ""motorcycles"", ""security"", ""medina""]"
587,medina,4.0,Positive,2022,Post-COVID,May 2022,Couples,"Written June 1, 2022",Positive,4,Surprise,Neutral,Neutral,Neutral,Not_mentioned,Positive,"[""Overcrowding"", ""Navigation_difficulty""]",Not_mentioned,Yes,Yes,"[""intense"", ""crowds"", ""bargain"", ""memorable"", ""must-visit""]"
588,medina,4.0,Positive,2022,Post-COVID,Jul 2021,Solo,"Written June 1, 2022",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""must"", ""crafts"", ""cheaply"", ""dining""]"
589,medina,4.0,Positive,2022,Post-COVID,May 2022,,"Written June 1, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""great time"", ""streets"", ""vendors"", ""shops""]"
590,medina,3.0,Neutral,2022,Post-COVID,May 2022,,"Written May 30, 2022",Negative,2,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Not_mentioned,No,"[""atmosphere"", ""hustle"", ""threatened"", ""lewd remarks""]"
591,medina,3.0,Neutral,2022,Post-COVID,Apr 2022,Couples,"Written May 29, 2022",Neutral,3,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding"", ""Other""]",Not_mentioned,Not_mentioned,No,"[""crowded"", ""haggling"", ""cafes"", ""cash"", ""done""]"
592,medina,5.0,Positive,2022,Post-COVID,,,"Written May 29, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""pleasure"", ""alleys"", ""hospitality"", ""traders""]"
593,medina,5.0,Positive,2022,Post-COVID,,,"Written May 26, 2022",Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""noisy"", ""active"", ""shopping"", ""bargain"", ""magical""]"
594,medina,5.0,Positive,2022,Post-COVID,Apr 2022,,"Written May 26, 2022",Positive,4,Neutral,Positive,Positive,Neutral,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Overcrowding""]",Fair,Yes,Not_mentioned,"[""medina"", ""sellers"", ""negotiating"", ""deals"", ""safety""]"
595,medina,5.0,Positive,2022,Post-COVID,May 2022,,"Written May 24, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Yes,Not_mentioned,"[""terraces"", ""entertainment"", ""market stalls""]"
596,medina,5.0,Positive,2022,Post-COVID,,,"Written May 24, 2022",Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Positive,"[""Navigation_difficulty"", ""Bad_smell""]",Not_mentioned,Yes,Not_mentioned,"[""must-see"", ""surprise"", ""souk"", ""alleys"", ""smells""]"
597,medina,5.0,Positive,2022,Post-COVID,May 2022,Couples,"Written May 23, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""senses"", ""get lost"", ""amazing"", ""character"", ""life""]"
598,medina,5.0,Positive,2022,Post-COVID,May 2022,Couples,"Written May 8, 2022",Positive,4,Surprise,Neutral,Neutral,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""chaotic"", ""hassled"", ""scooters"", ""bargaining""]"
599,medina,4.0,Positive,2022,Post-COVID,Apr 2022,,"Written May 1, 2022",Negative,2,Disgust,Negative,Not_mentioned,Not_mentioned,Negative,Not_mentioned,"[""Poor_cleanliness"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""must see"", ""avoid"", ""unclean"", ""meat"", ""food safety""]"
600,medina,3.0,Neutral,2022,Post-COVID,Apr 2022,Couples,"Written May 1, 2022",Negative,1,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Safety"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""unmissable"", ""approached"", ""labyrinth"", ""safety"", ""difficult""]"
601,medina,1.0,Negative,2022,Post-COVID,Apr 2022,Solo,"Written April 30, 2022",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Animal_cruelty"", ""Scam"", ""Aggressive_vendors""]",Expensive,No,No,"[""animal cruelty"", ""scammers"", ""exorbitant prices"", ""harassed""]"
602,medina,4.0,Positive,2022,Post-COVID,Apr 2022,,"Written April 29, 2022",Positive,4,Joy,Positive,Neutral,Negative,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Aggressive_vendors"", ""Overcrowding""]",Fair,Yes,Not_mentioned,"[""exciting"", ""wonderful"", ""safe"", ""hassled"", ""haggling""]"
603,medina,4.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written April 28, 2022",Neutral,3,Frustration,Negative,Neutral,Negative,Not_mentioned,Neutral,"[""Navigation_difficulty"", ""Aggressive_vendors"", ""Safety""]",Fair,Not_mentioned,Not_mentioned,"[""maze"", ""narrow streets"", ""mopeds"", ""pushy sellers"", ""haggling""]"
604,medina,5.0,Positive,2022,Post-COVID,Mar 2022,Couples,"Written April 27, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Getting_lost"", ""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""getting lost"", ""magical"", ""confusing"", ""handicrafts"", ""guide""]"
605,medina,2.0,Negative,2022,Post-COVID,Apr 2022,,"Written April 26, 2022",Neutral,3,Frustration,Negative,Not_mentioned,Positive,Negative,Neutral,"[""Safety"", ""Bad_smell""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""warren streets"", ""scooters"", ""rooftop cafes"", ""street smells"", ""fumes""]"
606,medina,5.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written April 25, 2022",Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost"", ""Navigation_difficulty""]",Not_mentioned,Yes,Yes,"[""stunning experience"", ""orientation"", ""getting lost""]"
607,medina,5.0,Positive,2022,Post-COVID,Apr 2022,,"Written April 25, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Getting_lost""]",Not_mentioned,Yes,Not_mentioned,"[""must visit"", ""restaurants"", ""craftsmen"", ""getting lost""]"
608,medina,4.0,Positive,2022,Post-COVID,Mar 2022,,"Written April 19, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""busy"", ""sunset"", ""performers"", ""great food"", ""strolling""]"
609,medina,5.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written April 18, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""heart of city"", ""shops"", ""places to eat"", ""spend hours"", ""enjoy""]"
610,medina,5.0,Positive,2022,Post-COVID,,,"Written April 14, 2022",Positive,4,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""historic town"", ""maze"", ""scooters"", ""hustle and bustle"", ""special experience""]"
611,medina,5.0,Positive,2022,Post-COVID,Apr 2022,,"Written April 14, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""everything"", ""fun"", ""snake charmers"", ""food stalls"", ""don't miss out""]"
612,medina,5.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written April 13, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""market"", ""buzzing"", ""daytime"", ""nighttime"", ""lively""]"
613,medina,3.0,Neutral,2022,Post-COVID,Apr 2022,,"Written April 13, 2022",Negative,2,Anger,Negative,Not_mentioned,Positive,Not_mentioned,Negative,"[""Safety""]",Not_mentioned,No,No,"[""motorized vehicles"", ""dangerous"", ""moped"", ""accident""]"
614,medina,5.0,Positive,2022,Post-COVID,Apr 2022,,"Written April 13, 2022",Positive,5,Joy,Positive,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""safe"", ""souk"", ""cafes"", ""haggling"", ""low prices""]"
615,medina,5.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written April 7, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Hassan chef"", ""clean"", ""friendly"", ""hospitality"", ""good food""]"
616,medina,5.0,Positive,2022,Post-COVID,Aug 2021,Couples,"Written April 4, 2022",Positive,4,Joy,Not_mentioned,Negative,Positive,Not_mentioned,Positive,"[""Scam""]",Not_mentioned,Yes,Not_mentioned,"[""get lost"", ""kindly"", ""chaos"", ""rip off"", ""amazing experience""]"
617,medina,4.0,Positive,2022,Post-COVID,Mar 2022,Solo,"Written April 2, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""chaotic"", ""sellers"", ""experience"", ""must-see""]"
618,medina,4.0,Positive,2022,Post-COVID,Mar 2022,Couples,"Written March 29, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""busy streets"", ""sellers"", ""repetitive"", ""navigation"", ""cafe view""]"
619,medina,5.0,Positive,2022,Post-COVID,Mar 2022,Friends,"Written March 28, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Not_mentioned,[],Not_mentioned,Yes,Yes,"[""habit"", ""quality"", ""shopping"", ""Ibrahim"", ""choice""]"
620,medina,5.0,Positive,2022,Post-COVID,Mar 2022,Couples,"Written March 28, 2022",Positive,4,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,"[""High_prices""]",Expensive,Yes,Not_mentioned,"[""lively"", ""must see"", ""haggle"", ""inflated prices"", ""carriages""]"
621,medina,5.0,Positive,2022,Post-COVID,Mar 2022,Couples,"Written March 28, 2022",Positive,4,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,"[""High_prices""]",Expensive,Yes,Not_mentioned,"[""lively"", ""must see"", ""haggle"", ""inflated prices"", ""carriages""]"
