row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
5008,Positive,Positive,5,5,Positive,Positive
5009,Positive,Positive,5,5,Positive,Positive
5010,Positive,Positive,5,5,Positive,Positive
5011,Positive,Positive,5,5,Positive,Positive
5012,Positive,Positive,5,5,Positive,Positive
5013,Positive,Positive,5,5,Positive,Positive
5014,Negative,Negative,2,2,Negative,Negative
5015,Neutral,Neutral,4,4,Positive,Positive
5016,Positive,Positive,4,4,Positive,Positive
5017,Positive,Positive,5,5,Positive,Positive
5018,Positive,Positive,5,5,Positive,Positive
5019,Positive,Positive,4,4,Positive,Positive
5020,Negative,Positive,4,4,Positive,Positive
5021,Positive,Positive,4,4,Positive,Positive
5022,Negative,Negative,3,3,Neutral,Neutral
5023,Negative,Negative,3,3,Neutral,Neutral
5024,Positive,Positive,5,5,Positive,Positive
5025,Positive,Positive,3,3,Neutral,Neutral
5026,Positive,Positive,5,5,Positive,Positive
5027,Positive,Positive,4,4,Positive,Positive
5028,Positive,Positive,5,5,Positive,Positive
5029,Positive,Positive,4,4,Positive,Positive
5030,Positive,Positive,5,5,Positive,Positive
5031,Positive,Positive,5,5,Positive,Positive
5032,Positive,Positive,3,3,Neutral,Neutral
5033,Positive,Positive,4,4,Positive,Positive
5034,Positive,Positive,5,5,Positive,Positive
5035,Positive,Positive,4,4,Positive,Positive
5036,Positive,Positive,3,3,Neutral,Neutral
5037,Positive,Positive,5,5,Positive,Positive
5038,Positive,Positive,5,4,Positive,Positive
5039,Positive,Positive,2,2,Negative,Negative
5040,Positive,Positive,5,5,Positive,Positive
5041,Positive,Positive,5,5,Positive,Positive
5042,Positive,Positive,5,5,Positive,Positive
5043,Positive,Positive,4,4,Positive,Positive
5044,Positive,Positive,4,4,Positive,Positive
5045,Positive,Positive,4,4,Positive,Positive
5046,Negative,Negative,3,3,Neutral,Neutral
5047,Positive,Positive,5,5,Positive,Positive
5048,Positive,Positive,4,4,Positive,Positive
5049,Positive,Positive,5,5,Positive,Positive
5050,Positive,Positive,3,4,Neutral,Positive
5051,Positive,Positive,4,3,Positive,Neutral
5052,Negative,Negative,4,4,Positive,Positive
5053,Positive,Positive,5,5,Positive,Positive
5054,Positive,Positive,5,5,Positive,Positive
5055,Positive,Positive,5,5,Positive,Positive
5056,Positive,Positive,5,5,Positive,Positive
5057,Positive,Positive,3,3,Neutral,Neutral
5058,Positive,Positive,5,5,Positive,Positive
5059,Positive,Positive,5,5,Positive,Positive
5060,Positive,Positive,5,5,Positive,Positive
5061,Positive,Positive,5,5,Positive,Positive
5062,Negative,Positive,5,1,Positive,Negative
5063,Negative,Negative,1,1,Negative,Negative
5064,Positive,Positive,5,5,Positive,Positive
5065,Positive,Positive,4,4,Positive,Positive
5066,Positive,Positive,5,5,Positive,Positive
5067,Neutral,Neutral,4,4,Positive,Positive
5068,Positive,Positive,5,5,Positive,Positive
5069,Positive,Positive,5,5,Positive,Positive
5070,Negative,Negative,3,3,Neutral,Neutral
5071,Positive,Positive,5,5,Positive,Positive
5072,Positive,Positive,4,4,Positive,Positive
5073,Positive,Positive,5,5,Positive,Positive
5074,Positive,Positive,5,5,Positive,Positive
5075,Positive,Positive,4,4,Positive,Positive
5076,Positive,Positive,5,5,Positive,Positive
5077,Positive,Positive,5,5,Positive,Positive
5078,Positive,Positive,5,5,Positive,Positive
5079,Positive,Positive,5,5,Positive,Positive
5080,Positive,Positive,5,5,Positive,Positive
5081,Positive,Positive,5,5,Positive,Positive
5082,Negative,Negative,1,1,Negative,Negative
5083,Positive,Positive,5,5,Positive,Positive
5084,Neutral,Neutral,1,1,Negative,Negative
5085,Positive,Positive,4,4,Positive,Positive
5086,Positive,Positive,5,5,Positive,Positive
5087,Positive,Positive,4,4,Positive,Positive
5088,Positive,Positive,5,5,Positive,Positive
5089,Positive,Positive,5,5,Positive,Positive
5090,Positive,Positive,5,5,Positive,Positive
5091,Positive,Positive,5,5,Positive,Positive
5092,Positive,Positive,3,3,Neutral,Neutral
5093,Positive,Positive,5,5,Positive,Positive
5094,Positive,Positive,3,3,Neutral,Neutral
5095,Positive,Positive,5,4,Positive,Positive
5096,Negative,Negative,5,5,Positive,Positive
5097,Positive,Positive,4,4,Positive,Positive
5098,Positive,Positive,3,3,Neutral,Neutral
5099,Positive,Positive,5,5,Positive,Positive
5100,Negative,Negative,2,2,Negative,Negative
5101,Negative,Negative,5,5,Positive,Positive
5102,Positive,Positive,5,5,Positive,Positive
5103,Positive,Positive,4,4,Positive,Positive
5104,Positive,Positive,5,5,Positive,Positive
5105,Positive,Positive,5,5,Positive,Positive
5106,Positive,Positive,5,5,Positive,Positive
5107,Positive,Positive,4,4,Positive,Positive
5108,Positive,Positive,5,5,Positive,Positive
5109,Positive,Positive,5,5,Positive,Positive
5110,Negative,Negative,1,1,Negative,Negative
5111,Neutral,Neutral,5,5,Positive,Positive
5112,Neutral,Neutral,3,3,Neutral,Neutral
5113,Positive,Positive,4,4,Positive,Positive
5114,Positive,Positive,5,5,Positive,Positive
5115,Negative,Negative,4,4,Positive,Positive
5116,Positive,Positive,5,5,Positive,Positive
5117,Positive,Positive,5,5,Positive,Positive
5118,Positive,Positive,4,4,Positive,Positive
5119,Positive,Positive,5,5,Positive,Positive
5120,Positive,Positive,4,4,Positive,Positive
5121,Negative,Negative,4,4,Positive,Positive
5122,Positive,Positive,5,5,Positive,Positive
5123,Negative,Negative,5,5,Positive,Positive
5124,Positive,Positive,5,5,Positive,Positive
5125,Positive,Positive,5,5,Positive,Positive
5126,Positive,Positive,5,5,Positive,Positive
5127,Positive,Positive,2,5,Negative,Positive
5128,Positive,Positive,4,4,Positive,Positive
5129,Negative,Positive,1,2,Negative,Negative
5130,Positive,Positive,5,5,Positive,Positive
5131,Neutral,Neutral,5,5,Positive,Positive
5132,Positive,Positive,4,4,Positive,Positive
5133,Negative,Negative,2,2,Negative,Negative
5134,Positive,Positive,5,5,Positive,Positive
5135,Positive,Positive,5,5,Positive,Positive
5136,Negative,Negative,2,2,Negative,Negative
5137,Negative,Negative,4,4,Positive,Positive
5138,Positive,Positive,5,5,Positive,Positive
5139,Positive,Positive,2,3,Negative,Neutral
5140,Negative,Negative,2,2,Negative,Negative
5141,Positive,Positive,3,3,Neutral,Neutral
5142,Positive,Positive,4,4,Positive,Positive
5143,Positive,Positive,5,5,Positive,Positive
5144,Positive,Positive,5,5,Positive,Positive
5145,Positive,Positive,5,5,Positive,Positive
5146,Positive,Positive,5,5,Positive,Positive
5147,Negative,Negative,4,4,Positive,Positive
5148,Positive,Positive,5,5,Positive,Positive
5149,Positive,Positive,4,4,Positive,Positive
5150,Negative,Negative,5,5,Positive,Positive
5151,Negative,Negative,1,5,Negative,Positive
5152,Positive,Positive,4,4,Positive,Positive
5153,Positive,Positive,5,5,Positive,Positive
5154,Positive,Positive,5,5,Positive,Positive
5155,Negative,Negative,4,4,Positive,Positive
5156,Negative,Negative,5,5,Positive,Positive
5157,Positive,Positive,3,4,Neutral,Positive
5158,Positive,Positive,5,5,Positive,Positive
5159,Positive,Positive,5,5,Positive,Positive
5160,Negative,Negative,1,1,Negative,Negative
5161,Positive,Positive,4,4,Positive,Positive
5162,Negative,Negative,5,5,Positive,Positive
5163,Neutral,Neutral,3,3,Neutral,Neutral
5164,Positive,Positive,5,5,Positive,Positive
5165,Negative,Negative,1,1,Negative,Negative
5166,Positive,Positive,5,5,Positive,Positive
5167,Negative,Negative,2,2,Negative,Negative
5168,Negative,Negative,2,2,Negative,Negative
5169,Negative,Negative,2,2,Negative,Negative
5170,Positive,Negative,4,2,Positive,Negative
5171,Positive,Positive,5,5,Positive,Positive
5172,Negative,Negative,5,5,Positive,Positive
5173,Positive,Positive,4,4,Positive,Positive
5174,Positive,Positive,5,5,Positive,Positive
5175,Positive,Positive,5,5,Positive,Positive
5176,Positive,Positive,4,4,Positive,Positive
5177,Positive,Positive,3,3,Neutral,Neutral
5178,Positive,Positive,5,5,Positive,Positive
5179,Positive,Positive,3,3,Neutral,Neutral
5180,Positive,Positive,1,1,Negative,Negative
5181,Negative,Negative,5,5,Positive,Positive
5182,Positive,Negative,2,2,Negative,Negative
5183,Positive,Positive,5,5,Positive,Positive
5184,Negative,Negative,5,5,Positive,Positive
5185,Positive,Positive,4,4,Positive,Positive
5186,Negative,Negative,5,5,Positive,Positive
5187,Positive,Positive,4,4,Positive,Positive
5188,Positive,Positive,4,4,Positive,Positive
5189,Negative,Negative,4,4,Positive,Positive
5190,Positive,Positive,5,5,Positive,Positive
5191,Positive,Positive,4,4,Positive,Positive
5192,Positive,Positive,5,5,Positive,Positive
5193,Positive,Positive,5,5,Positive,Positive
5194,Positive,Negative,4,2,Positive,Negative
5195,Positive,Positive,5,5,Positive,Positive
5196,Positive,Positive,2,2,Negative,Negative
5197,Positive,Positive,5,5,Positive,Positive
5198,Positive,Positive,5,5,Positive,Positive
5199,Negative,Negative,4,4,Positive,Positive
5200,Negative,Negative,3,3,Neutral,Neutral
5201,Positive,Positive,5,5,Positive,Positive
5202,Positive,Positive,5,5,Positive,Positive
5203,Positive,Positive,2,2,Negative,Negative
5204,Positive,Positive,5,5,Positive,Positive
5205,Positive,Positive,5,5,Positive,Positive
5206,Negative,Negative,1,1,Negative,Negative
5207,Negative,Negative,2,2,Negative,Negative
5208,Positive,Positive,5,5,Positive,Positive
5209,Positive,Positive,4,4,Positive,Positive
5210,Negative,Negative,4,4,Positive,Positive
5211,Positive,Positive,4,4,Positive,Positive
5212,Positive,Positive,5,5,Positive,Positive
5213,Negative,Negative,1,1,Negative,Negative
5214,Positive,Positive,5,5,Positive,Positive
5215,Positive,Positive,5,5,Positive,Positive
5216,Positive,Positive,5,5,Positive,Positive
5217,Positive,Positive,4,4,Positive,Positive
5218,Positive,Positive,5,5,Positive,Positive
5219,Positive,Positive,4,4,Positive,Positive
5220,Positive,Positive,3,3,Neutral,Neutral
5221,Positive,Positive,4,4,Positive,Positive
5222,Negative,Negative,1,1,Negative,Negative
5223,Positive,Positive,5,5,Positive,Positive
5224,Positive,Positive,5,5,Positive,Positive
5225,Positive,Positive,3,3,Neutral,Neutral
5226,Negative,Negative,5,5,Positive,Positive
5227,Positive,Positive,2,2,Negative,Negative
5228,Negative,Negative,2,2,Negative,Negative
5229,Positive,Positive,2,1,Negative,Negative
5230,Positive,Positive,3,3,Neutral,Neutral
5231,Positive,Positive,3,2,Neutral,Negative
5232,Positive,Positive,5,5,Positive,Positive
5233,Positive,Positive,4,4,Positive,Positive
5234,Neutral,Neutral,5,5,Positive,Positive
5235,Positive,Negative,1,1,Negative,Negative
5236,Positive,Positive,5,5,Positive,Positive
5237,Positive,Positive,3,3,Neutral,Neutral
5238,Negative,Negative,4,4,Positive,Positive
5239,Negative,Positive,2,4,Negative,Positive
5240,Positive,Positive,5,5,Positive,Positive
5241,Positive,Positive,5,5,Positive,Positive
5242,Positive,Positive,1,1,Negative,Negative
5243,Positive,Positive,3,3,Neutral,Neutral
5244,Positive,Positive,5,5,Positive,Positive
5245,Positive,Positive,5,5,Positive,Positive
5246,Positive,Positive,5,5,Positive,Positive
5247,Positive,Positive,5,5,Positive,Positive
5248,Neutral,Neutral,5,5,Positive,Positive
5249,Positive,Positive,5,5,Positive,Positive
5250,Positive,Positive,4,4,Positive,Positive
5251,Positive,Positive,4,4,Positive,Positive
5252,Positive,Positive,5,5,Positive,Positive
5253,Positive,Positive,5,5,Positive,Positive
5254,Positive,Negative,4,4,Positive,Positive
5255,Negative,Negative,2,2,Negative,Negative
5256,Positive,Positive,3,3,Neutral,Neutral
5257,Positive,Positive,4,4,Positive,Positive
5258,Positive,Positive,3,3,Neutral,Neutral
5259,Positive,Positive,5,5,Positive,Positive
5260,Positive,Positive,3,2,Neutral,Negative
5261,Negative,Negative,3,3,Neutral,Neutral
5262,Positive,Positive,2,2,Negative,Negative
5263,Positive,Negative,5,5,Positive,Positive
5264,Positive,Positive,5,5,Positive,Positive
5265,Positive,Positive,4,4,Positive,Positive
5266,Positive,Positive,5,5,Positive,Positive
5267,Negative,Negative,4,4,Positive,Positive
5268,Positive,Positive,3,3,Neutral,Neutral
5269,Negative,Negative,4,4,Positive,Positive
5270,Positive,Positive,5,5,Positive,Positive
5271,Positive,Positive,5,5,Positive,Positive
5272,Negative,Negative,1,1,Negative,Negative
5273,Positive,Positive,5,5,Positive,Positive
5274,Positive,Positive,5,5,Positive,Positive
5275,Positive,Positive,4,4,Positive,Positive
5276,Positive,Positive,5,5,Positive,Positive
5277,Positive,Positive,4,4,Positive,Positive
5278,Positive,Positive,4,4,Positive,Positive
5279,Negative,Negative,4,4,Positive,Positive
5280,Positive,Positive,4,4,Positive,Positive
5281,Positive,Positive,5,5,Positive,Positive
5282,Positive,Positive,2,2,Negative,Negative
5283,Positive,Positive,5,5,Positive,Positive
5284,Positive,Positive,5,5,Positive,Positive
5285,Positive,Positive,5,5,Positive,Positive
5286,Positive,Positive,5,5,Positive,Positive
5287,Positive,Positive,5,5,Positive,Positive
5288,Positive,Positive,5,5,Positive,Positive
5289,Positive,Positive,3,3,Neutral,Neutral
5290,Positive,Positive,5,5,Positive,Positive
5291,Positive,Positive,5,4,Positive,Positive
5292,Positive,Positive,5,5,Positive,Positive
5293,Positive,Positive,4,4,Positive,Positive
5294,Positive,Positive,4,4,Positive,Positive
5295,Positive,Positive,4,4,Positive,Positive
5296,Positive,Positive,5,5,Positive,Positive
5297,Positive,Positive,4,4,Positive,Positive
5298,Positive,Positive,5,5,Positive,Positive
5299,Positive,Positive,5,5,Positive,Positive
5300,Positive,Positive,5,5,Positive,Positive
5301,Positive,Positive,4,4,Positive,Positive
5302,Positive,Positive,4,4,Positive,Positive
5303,Positive,Positive,3,3,Neutral,Neutral
5304,Positive,Positive,5,5,Positive,Positive
5305,Positive,Positive,5,5,Positive,Positive
5306,Positive,Positive,4,4,Positive,Positive
5307,Positive,Positive,5,5,Positive,Positive
5308,Positive,Positive,5,5,Positive,Positive
5309,Positive,Positive,5,5,Positive,Positive
5310,Positive,Positive,1,1,Negative,Negative
5311,Neutral,Neutral,5,5,Positive,Positive
5312,Positive,Positive,5,5,Positive,Positive
5313,Negative,Negative,3,3,Neutral,Neutral
5314,Positive,Positive,5,5,Positive,Positive
5315,Positive,Positive,3,3,Neutral,Neutral
5316,Positive,Positive,4,4,Positive,Positive
5317,Neutral,Neutral,3,3,Neutral,Neutral
5318,Positive,Positive,5,5,Positive,Positive
5319,Positive,Positive,5,5,Positive,Positive
5320,Positive,Positive,4,4,Positive,Positive
5321,Positive,Positive,4,4,Positive,Positive
5322,Negative,Negative,2,2,Negative,Negative
5323,Positive,Positive,5,5,Positive,Positive
5324,Positive,Positive,5,5,Positive,Positive
5325,Negative,Negative,4,4,Positive,Positive
5326,Negative,Negative,4,4,Positive,Positive
5327,Positive,Positive,5,5,Positive,Positive
5328,Neutral,Neutral,2,2,Negative,Negative
5329,Positive,Positive,4,4,Positive,Positive
5330,Positive,Positive,5,5,Positive,Positive
5331,Negative,Negative,3,3,Neutral,Neutral
5332,Negative,Negative,5,5,Positive,Positive
5333,Negative,Negative,2,2,Negative,Negative
5334,Positive,Positive,4,4,Positive,Positive
5335,Positive,Positive,4,4,Positive,Positive
5336,Positive,Positive,5,5,Positive,Positive
5337,Positive,Positive,5,5,Positive,Positive
5338,Negative,Negative,5,5,Positive,Positive
5339,Positive,Positive,5,5,Positive,Positive
5340,Positive,Positive,4,4,Positive,Positive
5341,Positive,Positive,5,5,Positive,Positive
5342,Positive,Positive,4,4,Positive,Positive
5343,Positive,Positive,3,3,Neutral,Neutral
5344,Positive,Positive,4,4,Positive,Positive
5345,Positive,Positive,5,5,Positive,Positive
5346,Neutral,Neutral,5,5,Positive,Positive
5347,Positive,Positive,3,3,Neutral,Neutral
5348,Positive,Positive,4,4,Positive,Positive
5349,Positive,Positive,5,5,Positive,Positive
5350,Negative,Positive,2,2,Negative,Negative
5351,Positive,Positive,4,4,Positive,Positive
5352,Positive,Positive,3,3,Neutral,Neutral
5353,Positive,Positive,2,2,Negative,Negative
5354,Negative,Negative,4,4,Positive,Positive
5355,Positive,Positive,4,4,Positive,Positive
5356,Positive,Positive,2,2,Negative,Negative
5357,Negative,Negative,4,3,Positive,Neutral
5358,Positive,Positive,5,4,Positive,Positive
5359,Positive,Positive,5,5,Positive,Positive
5360,Positive,Positive,5,5,Positive,Positive
5361,Negative,Negative,4,4,Positive,Positive
5362,Neutral,Neutral,5,5,Positive,Positive
5363,Neutral,Neutral,5,5,Positive,Positive
5364,Positive,Negative,3,3,Neutral,Neutral
5365,Positive,Positive,5,5,Positive,Positive
5366,Positive,Positive,4,4,Positive,Positive
5367,Negative,Negative,5,5,Positive,Positive
5368,Neutral,Neutral,2,2,Negative,Negative
5369,Positive,Positive,3,3,Neutral,Neutral
5370,Positive,Positive,2,2,Negative,Negative
5371,Positive,Positive,1,1,Negative,Negative
5372,Positive,Positive,4,4,Positive,Positive
5373,Positive,Positive,5,5,Positive,Positive
5374,Positive,Positive,4,5,Positive,Positive
5375,Negative,Positive,3,4,Neutral,Positive
5376,Positive,Positive,5,5,Positive,Positive
5377,Positive,Positive,5,5,Positive,Positive
5378,Positive,Positive,5,5,Positive,Positive
5379,Positive,Positive,3,3,Neutral,Neutral
5380,Positive,Positive,3,3,Neutral,Neutral
5381,Positive,Positive,5,5,Positive,Positive
5382,Negative,Negative,1,1,Negative,Negative
5383,Positive,Positive,5,5,Positive,Positive
5384,Negative,Negative,1,1,Negative,Negative
5385,Positive,Positive,3,3,Neutral,Neutral
5386,Positive,Positive,4,4,Positive,Positive
5387,Positive,Positive,4,4,Positive,Positive
5388,Positive,Positive,5,5,Positive,Positive
5389,Positive,Positive,5,5,Positive,Positive
5390,Positive,Positive,4,4,Positive,Positive
5391,Positive,Positive,5,5,Positive,Positive
5392,Positive,Positive,4,4,Positive,Positive
5393,Positive,Positive,5,5,Positive,Positive
5394,Negative,Negative,5,5,Positive,Positive
5395,Positive,Positive,2,2,Negative,Negative
5396,Positive,Positive,5,5,Positive,Positive
5397,Positive,Positive,4,2,Positive,Negative
5398,Positive,Positive,2,2,Negative,Negative
5399,Positive,Positive,5,5,Positive,Positive
5400,Positive,Positive,5,5,Positive,Positive
5401,Positive,Positive,5,5,Positive,Positive
5402,Positive,Positive,4,4,Positive,Positive
5403,Positive,Positive,4,4,Positive,Positive
5404,Positive,Positive,1,1,Negative,Negative
5405,Positive,Positive,4,4,Positive,Positive
5406,Positive,Positive,4,4,Positive,Positive
5407,Positive,Positive,5,5,Positive,Positive
5408,Positive,Positive,4,4,Positive,Positive
5409,Positive,Positive,4,4,Positive,Positive
5410,Positive,Positive,5,5,Positive,Positive
5411,Negative,Negative,3,3,Neutral,Neutral
5412,Positive,Positive,5,5,Positive,Positive
5413,Positive,Positive,5,5,Positive,Positive
